_id,transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name
24868,2024-04-29,00,1,OTOYOL,USKUDAR-KIRAZLITEPE-FERAH MAH.,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SANCAKTEPE,15C
24869,2024-04-29,00,1,OTOYOL,CEVIZLIBAG-4.LEVENT,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,500L
24870,2024-04-29,00,1,OTOYOL,GUNESLI-EMINONU,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,97GE
24871,2024-04-29,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,97M
24872,2024-04-29,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,3,3,INDIRIMLI1,Tam Kontur,BAKIRKOY,303A
24873,2024-04-29,00,1,OTOYOL,HADIMKOY- I.U AVCILAR KAMPUS,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,418
24874,2024-04-29,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,3,3,TAM,Tam Abonman,PENDIK,18Ãœ
24875,2024-04-29,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,142
24876,2024-04-29,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,15BK
24877,2024-04-29,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAYRAMPASA,M1
24878,2024-04-29,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,146T
24879,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,2,1,TAM,Tam Kontur,KAGITHANE,M2
24880,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,BEYOGLU,M2
24881,2024-04-30,00,1,OTOYOL,SULTANGAZI - K.YOLLARI - ALIBEYKOY METRO,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,TM18
24882,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,PENDIK,19S
24883,2024-04-30,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,4,4,TAM,Tam Abonman,BAKIRKOY,15B
24884,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,34
24885,2024-04-30,00,1,OTOYOL,ATAKENT-AKSARAY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,89K
24886,2024-04-30,00,2,RAYLI,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,MARMARAY
24887,2024-04-30,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,36T
24888,2024-04-30,00,1,OTOYOL,SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,25G
24889,2024-04-30,00,1,OTOYOL,CEVIZLIBAG-4.LEVENT,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,500L
24890,2024-04-30,00,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Normal,2,2,UCRETSIZ,Ucretsiz,SARIYER,16S
24891,2024-04-30,00,1,OTOYOL,YENIBOSNAMETRO-TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,73
24892,2024-04-30,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,E-10
24893,2024-04-30,00,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,401
24894,2024-04-30,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,30M
24895,2024-04-30,00,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,141M
24896,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,3,3,INDIRIMLI1,Indirimli Kontur,PENDIK,19S
24897,2024-04-30,00,1,OTOYOL,KUCUKCEKMECE - ISTOC,Normal,1,1,PERSONEL,Tam Kontur,KUCUKCEKMECE,89F
24898,2024-04-30,00,1,OTOYOL,UGURMUMCU-ESENKENT METRO,Normal,3,3,TAM,Tam Abonman,KARTAL,KM35
24899,2024-04-30,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,19EK
24900,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,34
24901,2024-04-30,00,1,OTOYOL,KAYABASI KIPTAS-TAKSIM,Normal,3,3,INDIRIMLI1,Tam Kontur,FATIH,79T
24902,2024-04-30,00,1,OTOYOL,FETIH MAH.-HARACCI-CEBECI,Normal,2,2,TAM,Tam Kontur,SARIYER,36HT
24903,2024-04-30,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,11ÃœS
24904,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,8,8,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,89C
24905,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,5,5,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,89C
24906,2024-04-30,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,522ST
24907,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,ATASEHIR,19S
24908,2024-04-30,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,336E
24909,2024-04-30,00,1,OTOYOL,SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,25G
24910,2024-04-30,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,1,1,,Ucretsiz,BAKIRKOY,14B
24911,2024-04-30,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A
24912,2024-04-30,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,UCRETSIZ,Ucretsiz,USKUDAR,34A
24913,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,98
24914,2024-04-30,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,522B
24915,2024-04-30,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19F
24916,2024-04-30,00,1,OTOYOL,KARTAL - KAYNARCA - VELIBABA MAH.,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,132V
24917,2024-04-30,00,1,OTOYOL,TASOLUK PERON-CEBECI PERONLAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KARTAL,36TC
24918,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34
24919,2024-04-30,00,1,OTOYOL,YENISEHIR-MARMARA UNI.-KARTAL METRO/CEVIZLI PERONLAR,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,KM29
24920,2024-04-30,00,1,OTOYOL,SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,Normal,1,1,TAM,Tam Abonman,ATASEHIR,25G
24921,2024-04-30,00,1,OTOYOL,SULTANBEYLI-KOZYATAGI METRO,Normal,1,1,PERSONEL,Tam Abonman,ATASEHIR,14S
24922,2024-04-30,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,11ÃœS
24923,2024-04-30,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,4,3,TAM,Tam Kontur,ATASEHIR,11ÃœS
24924,2024-04-30,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,14A
24925,2024-04-30,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,3,2,TAM,Tam Kontur,BAKIRKOY,76O
24926,2024-04-30,00,1,OTOYOL,MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,Normal,2,1,INDIRIMLI1,Tam Kontur,ATASEHIR,H-6
24927,2024-04-30,00,1,OTOYOL,UGURMUMCU-ESENKENT METRO,Normal,3,3,TAM,Tam Kontur,KARTAL,KM35
24928,2024-04-30,00,1,OTOYOL,KAYABASI KIPTAS-KAYASEHIR-EMINONU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,79E
24929,2024-04-30,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5
24930,2024-04-30,00,1,OTOYOL,YENISEHIR-MARMARA UNI.-KARTAL METRO/CEVIZLI PERONLAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,KM29
24931,2024-04-30,00,1,OTOYOL,KAYASEHIR-BAKIRKOY,Aktarma,2,2,TAM,Tam Aktarma,KUCUKCEKMECE,79B
24932,2024-04-30,00,1,OTOYOL,UMRANIYE DEV.HAST-CAKMAK MAH-ATASEHIR-USTBOSTANCI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,10
24933,2024-04-30,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,522
24934,2024-04-30,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,18,14,TAM,Tam Kontur,BAKIRKOY,19EK
24935,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Indirimli Kontur,SISLI,34
24936,2024-04-30,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,146
24937,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34
24938,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,19S
24939,2024-04-30,00,1,OTOYOL,USTBOSTANCI-TAKSIM,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,129T
24940,2024-04-30,00,1,OTOYOL,GIYIMKENT - T.REIS - EMINONU,Normal,1,1,INDIRIMLI1,Tam Kontur,SARIYER,33
24941,2024-04-30,00,1,OTOYOL,FETIH MAH.-HARACCI-CEBECI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,36HT
24942,2024-04-30,00,1,OTOYOL,YENISEHIR-MARMARA UNI.-KARTAL METRO/CEVIZLI PERONLAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,KM29
24943,2024-04-30,00,1,OTOYOL,KUCUKCEKMECE - ISTOC,Normal,4,4,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,89F
24944,2024-04-30,00,1,OTOYOL,USKUDAR-KIRAZLITEPE-FERAH MAH.,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,15C
24945,2024-04-30,00,1,OTOYOL,FETIH MAH.-HARACCI-CEBECI,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,36HT
24946,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,FATIH,M2
24947,2024-04-30,00,1,OTOYOL,ISTINYE DEREICI - SISLI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,29Åž
24948,2024-04-30,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,BN1
24949,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,19S
24950,2024-04-30,00,1,OTOYOL,ATESTUGLA - EMINONU,Aktarma,2,2,TAM,Tam Aktarma,KUCUKCEKMECE,92
24951,2024-04-30,00,1,OTOYOL,USKUDAR-SULTANMURAT MAH,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYKOZ,15S
24952,2024-04-30,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,146
24953,2024-04-30,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,E-10
24954,2024-04-30,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,130Åž
24955,2024-04-30,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,19EK
24956,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2
24957,2024-04-30,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,93T
24958,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,19S
24959,2024-04-30,00,1,OTOYOL,CIRCIR METRO - EMINONU,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,50P
24960,2024-04-30,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,31
24961,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BESIKTAS,34
24962,2024-04-30,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,49
24963,2024-04-30,00,1,OTOYOL,USKUDAR-HEKIMBASI,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BEYKOZ,15H
24964,2024-04-30,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1
24965,2024-04-30,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,19F
24966,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,KAGITHANE,34
24967,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,98
24968,2024-04-30,00,1,OTOYOL,DEGIRMENDERE-KAVACIK,Aktarma,1,1,TAM,Tam Aktarma,BEYKOZ,136
24969,2024-04-30,00,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,141M
24970,2024-04-30,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,303A
24971,2024-04-30,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,4,4,INDIRIMLI1,Indirimli Abonman,FATIH,500T
24972,2024-04-30,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,8,8,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,E-10
24973,2024-04-30,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,12A
24974,2024-04-30,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,6,6,TAM,Tam Kontur,BAKIRKOY,19S
24975,2024-04-30,00,1,OTOYOL,GAYRETTEPE - EMINONU,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,74A
24976,2024-04-30,00,1,OTOYOL,SULTANBEYLI-KOZYATAGI METRO,Normal,2,2,INDIRIMLI1,Indirimli Abonman,ATASEHIR,14S
24977,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2
24978,2024-04-30,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,31
24979,2024-04-30,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,49
24980,2024-04-30,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,522
24981,2024-04-30,00,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,18K
24982,2024-04-30,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,1,1,TAM,Tam Abonman,KARTAL,KM24
24983,2024-04-30,00,1,OTOYOL,SULTANBEYLI(M.SINAN)-ADLIYE-KARTAL DEV.HST,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,132M
24984,2024-04-30,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,15B
24985,2024-04-30,00,1,OTOYOL,UMRANIYE DEV.HAST-CAKMAK MAH-ATASEHIR-USTBOSTANCI,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,10
24986,2024-04-30,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,19EK
24987,2024-04-30,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,TAM,Tam Abonman,KARTAL,36T
24988,2024-04-30,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,29D
24989,2024-04-30,00,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,1,1,TAM,Tam Kontur,FATIH,79K
24990,2024-04-30,00,1,OTOYOL,CEBECI-ALIBEYKOY METRO,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,50AC
24991,2024-04-30,00,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,KARTAL,17
24992,2024-04-30,00,2,RAYLI,KABATAS-MAHMUTBEY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,,M7
24993,2024-04-30,00,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,41AT
24994,2024-04-30,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,8,8,TAM,Tam Kontur,BAKIRKOY,559C
24995,2024-04-30,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T1
24996,2024-04-30,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,130Åž
24997,2024-04-30,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,19F
24998,2024-04-30,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,92Åž
24999,2024-04-30,00,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,18K
25000,2024-04-30,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,15BK
25001,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,2,2,TAM,Tam Abonman,KUCUKCEKMECE,89C
25002,2024-04-30,00,2,RAYLI,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,MARMARAY
25003,2024-04-30,00,1,OTOYOL,TARABYAUSTU - KABATAS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,29C
25004,2024-04-30,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,13
25005,2024-04-30,00,1,OTOYOL,SULTANGAZI - K.YOLLARI - ALIBEYKOY METRO,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,TM18
25006,2024-04-30,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,E-10
25007,2024-04-30,00,1,OTOYOL,TARABYAUSTU - KABATAS,Normal,8,8,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,29C
25008,2024-04-30,00,1,OTOYOL,VEZNECILER- YAYLA MAHALLESI,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,36V
25009,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,16,12,TAM,Tam Kontur,KUCUKCEKMECE,89C
25010,2024-04-30,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,BN1
25011,2024-04-30,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Aktarma,4,4,TAM,Tam Aktarma,KARTAL,KM24
25012,2024-04-30,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,336E
25013,2024-04-30,00,1,OTOYOL,CEBECI - TAKSIM,Aktarma,2,2,TAM,Tam Aktarma,KARTAL,36T
25014,2024-04-30,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,429A
25015,2024-04-30,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,17,17,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,93T
25016,2024-04-30,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,36L
25017,2024-04-30,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,AVCILAR,34
25018,2024-04-30,00,1,OTOYOL,CEBECI-ALIBEYKOY METRO,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,50AC
25019,2024-04-30,00,1,OTOYOL,TARABYAUSTU - KABATAS,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,29C
25020,2024-04-30,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,303A
25021,2024-04-30,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,13,13,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,76D
25022,2024-04-30,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,11,11,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,500T
25023,2024-04-30,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,11,11,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,13
25024,2024-04-30,00,1,OTOYOL,CEBECI - TAKSIM,Normal,2,2,INDIRIMLI1,Indirimli Kontur,KARTAL,36T
25025,2024-04-30,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KARTAL,KM24
25026,2024-04-30,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,336E
25027,2024-04-30,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,11ÃœS
25028,2024-04-30,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,FATIH,146
25029,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,4,TAM,Tam Kontur,SISLI,M2
25030,2024-04-30,00,1,OTOYOL,SAHINTEPE-OLIMPIYATKOY METRO,Normal,1,1,INDIRIMLI1,Indirimli Abonman,PENDIK,MK13
25031,2024-04-30,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,2,2,TAM,Tam Aktarma,BEYOGLU,M2
25032,2024-04-30,00,1,OTOYOL,KADIKOY-KAYISDAGI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,319
25033,2024-04-30,00,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,41AT
25034,2024-04-30,00,1,OTOYOL,ZUMRUTEVLER - HUZUREVI-MALTEPE,Normal,16,16,INDIRIMLI1,Indirimli Abonman,SANCAKTEPE,KM43
25035,2024-04-30,00,1,OTOYOL,TARABYAUSTU - KABATAS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,29C
25036,2024-04-30,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,89C
25037,2024-04-30,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,PENDIK,14
25038,2024-04-30,00,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,1,1,INDIRIMLI1,Tam Kontur,ATASEHIR,49G
25039,2024-04-30,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,448
